"token_id","from_address","to_address","name","image","description","zone","size","type","poi","xlsx_size"
"5071212","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x0A1304501862E55c1342A3B1bA11Ddf61dbB669B","The Hub","HUB_1212.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","215835"
"5040256","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x0d55769F24F2987b3954337a4485eBD2C66C0DDb","High Culture 1","HS1_256.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS1","Small","Estate","Airport, Culture Hub","235568"
"5000128","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x0F65B2B4a11bE453eBe8001EdDfdC2e2A85CCfb4","Business","BUS_128.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","Lake District","39455.1"
"5010058","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0xAbb590532A0FA89F0DAB20f3C121712957A7976D","Founderland","CGI_58.jpg","Founderland is a secure and sophisticated place to network, hold meetings and relax. On the tranquil CG-shaped island, owners can connect with other movers and shakers in the industry. ","CGI","Small","Estate","Beach","24612.5"
"5000601","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x0F65B2B4a11bE453eBe8001EdDfdC2e2A85CCfb4","Business","BUS_601.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","","212560"
"5090795","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1098c4aE9a143f539f829d320EAa8189A15CE4D2","Underworld 1","UW1_795.jpg","The Underworld is segmented into three levels, with the upper-most level being dedicated to underwater activities including the opportunity to swim with marine life and experience submarine tours of azure blue oceans. The second and third levels of The Underworld are composed of not-safe-for-work (NSFW) content where strip clubs and other edgy extra-curricular activities are to be expected.","UW1","Small","Estate","Underwater View","100385"
"5031313","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x10Df3B450Dc6987126E25cf414001C7584D56B75","Entertainment","ENT_1313.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Little Vegas","255460"
"4071459","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x10Df3B450Dc6987126E25cf414001C7584D56B75","The Hub","HUB_1459.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Medium","Estate","","348737"
"5071244","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1220456268D1d8262727f2508d8bd368FFAd7687","The Hub","HUB_1244.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","227720"
"5071293","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x12729738135459D5A7C96fd97D45eC427c7d5d0a","The Hub","HUB_1293.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","245241"
"5080002","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x148b168976C1701924CD7DE793EB4d30222785Ed","Kolland","KOL_2.jpg","Kolland is an exclusive media-centric zone which is adjacent to Founderland. This island will be split into two notable areas: the first, a city zone full of sophisticated high tech where the discerning influencers can network, research, endorse and, of course, communicate with their communities. The second area surrounding the glamorous city hub is the luxurious residential area known as Kolland Drive. Here, Key Opinion Leaders and their guests will be able to relax in chic sci-fi surroundings.","KOL","Small","Estate","Beach","21414.1"
"5060379","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x18C6A47AcA1c6a237e53eD2fc3a8fB392c97169b","High Culture 3","HS3_379.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS3","Small","Estate","Sky view","230424"
"5071294","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x197f4c3Cc2C89a0f4C4E2443c453f29ecdf67D4b","The Hub","HUB_1294.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","245690"
"1001183","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1c1dF565b7e7dDEddbab7e21cb860c3144B86696","Business","BUS_1183.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Epic","Estate","","1250440"
"5020162","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1c1dF565b7e7dDEddbab7e21cb860c3144B86696","Education","EDU_162.jpg","In the Education Zone there will be a University District as well as knowledge bases and an online space that will facilitate learning. The aim is to empower the Education zone to facilitate shared education throughout the community. The vision is to ensure that no one gets left behind - no matter where you are from. Virtual Learning is key to providing a better future for all.","EDU","Small","Estate","University District","111599"
"5020243","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1c1dF565b7e7dDEddbab7e21cb860c3144B86696","Education","EDU_243.jpg","In the Education Zone there will be a University District as well as knowledge bases and an online space that will facilitate learning. The aim is to empower the Education zone to facilitate shared education throughout the community. The vision is to ensure that no one gets left behind - no matter where you are from. Virtual Learning is key to providing a better future for all.","EDU","Small","Estate","University District","225054"
"5020246","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1c1dF565b7e7dDEddbab7e21cb860c3144B86696","Education","EDU_246.jpg","In the Education Zone there will be a University District as well as knowledge bases and an online space that will facilitate learning. The aim is to empower the Education zone to facilitate shared education throughout the community. The vision is to ensure that no one gets left behind - no matter where you are from. Virtual Learning is key to providing a better future for all.","EDU","Small","Estate","","228930"
"4020298","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1c1dF565b7e7dDEddbab7e21cb860c3144B86696","Education","EDU_298.jpg","In the Education Zone there will be a University District as well as knowledge bases and an online space that will facilitate learning. The aim is to empower the Education zone to facilitate shared education throughout the community. The vision is to ensure that no one gets left behind - no matter where you are from. Virtual Learning is key to providing a better future for all.","EDU","Medium","Estate","University District","296928"
"5030822","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1c1dF565b7e7dDEddbab7e21cb860c3144B86696","Entertainment","ENT_822.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Volcano","96567.6"
"5070789","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1c1dF565b7e7dDEddbab7e21cb860c3144B86696","The Hub","HUB_789.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","100775"
"5090893","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x1c1dF565b7e7dDEddbab7e21cb860c3144B86696","Underworld 1","UW1_893.jpg","The Underworld is segmented into three levels, with the upper-most level being dedicated to underwater activities including the opportunity to swim with marine life and experience submarine tours of azure blue oceans. The second and third levels of The Underworld are composed of not-safe-for-work (NSFW) content where strip clubs and other edgy extra-curricular activities are to be expected.","UW1","Small","Estate","","124465"
"5070899","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x202B7aeCa29e3F5BA99135e002D7ca5DF5b07f99","The Hub","HUB_899.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Ferry Port","122634"
"4071395","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x202B7aeCa29e3F5BA99135e002D7ca5DF5b07f99","The Hub","HUB_1395.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Medium","Estate","Beach","310717"
"5031173","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x20CBC03e53dC461811d3D1Bc45097cEF5Afd00b9","Entertainment","ENT_1173.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","PvP Dome","189664"
"5000263","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x210dcC8030edF151D986A6F6f8c9Ce86B00279bd","Business","BUS_263.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","","91489.8"
"4101034","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2351BcB1811c4F3E4E6a115570cC3fa40Db22ece","Underworld 2","UW2_1034.jpg","The Underworld is segmented into three levels, with the upper-most level being dedicated to underwater activities including the opportunity to swim with marine life and experience submarine tours of azure blue oceans. The second and third levels of The Underworld are composed of not-safe-for-work (NSFW) content where strip clubs and other edgy extra-curricular activities are to be expected.","UW2","Medium","Estate","","394799"
"5030621","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2608014E85Eb32C1CB5dd6597E9B712e18541a14","Entertainment","ENT_621.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","","63755.9"
"5040115","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2624eE32fcC1eA3f33243a4cB6182fBD02ea4b95","High Culture 1","HS1_115.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS1","Small","Estate","Sky view","93802.2"
"5071310","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2923E68642E5EaC37631eB9Eb62CB7a339CD639b","The Hub","HUB_1310.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Lake, Central Business District","252518"
"5000242","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2A1737Ef29Ba9B1C4D439384978F8EE2428507C5","Business","BUS_242.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","Lake","85344.6"
"5070937","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2a49579367a420e308f08dd08534cBec1B1223D5","The Hub","HUB_937.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","132445"
"5020253","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2B0438661616a1822C47F1E835ef7677b1dB77ac","Education","EDU_253.jpg","In the Education Zone there will be a University District as well as knowledge bases and an online space that will facilitate learning. The aim is to empower the Education zone to facilitate shared education throughout the community. The vision is to ensure that no one gets left behind - no matter where you are from. Virtual Learning is key to providing a better future for all.","EDU","Small","Estate","Beach, University District","234276"
"5020244","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2B0438661616a1822C47F1E835ef7677b1dB77ac","Education","EDU_244.jpg","In the Education Zone there will be a University District as well as knowledge bases and an online space that will facilitate learning. The aim is to empower the Education zone to facilitate shared education throughout the community. The vision is to ensure that no one gets left behind - no matter where you are from. Virtual Learning is key to providing a better future for all.","EDU","Small","Estate","University District","226454"
"5020251","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2B0438661616a1822C47F1E835ef7677b1dB77ac","Education","EDU_251.jpg","In the Education Zone there will be a University District as well as knowledge bases and an online space that will facilitate learning. The aim is to empower the Education zone to facilitate shared education throughout the community. The vision is to ensure that no one gets left behind - no matter where you are from. Virtual Learning is key to providing a better future for all.","EDU","Small","Estate","University District","233551"
"5060265","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2B0438661616a1822C47F1E835ef7677b1dB77ac","High Culture 3","HS3_265.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS3","Small","Estate","","123004"
"5060271","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2B0438661616a1822C47F1E835ef7677b1dB77ac","High Culture 3","HS3_271.jpg","The High Culture Zone is constructed of three floating islands which will slowly rotate and reside above The Hub; therefore expect awe-inspiring panoramic views. This Zone will showcase: exclusive art, fashion, music and theatrical events. It is a sophisticated cultural zone where users can explore sculpture gardens, open-air theatres and view exclusive art galleries.","HS3","Small","Estate","","126172"
"4071354","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2B0438661616a1822C47F1E835ef7677b1dB77ac","The Hub","HUB_1354.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Medium","Estate","Ski Resort","283909"
"5071190","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2b88fC3d4F2477615F466873A1DE844AfBcfCF32","The Hub","HUB_1190.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","209992"
"5070881","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2c30a3b4C537b00C699A79bB49D4cFEe7aE2D790","The Hub","HUB_881.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","118278"
"5071079","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2cD02521eC0b7D286d2ccbb36932039f0b9A9594","The Hub","HUB_1079.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Central Business District","166932"
"5070766","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2CEc9412BE99B1af650aa9c75D5C7E25D7fe967b","The Hub","HUB_766.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Beach","96454.6"
"5031216","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2e031B76d49d0395A6FA3286176c1F9A14E20a49","Entertainment","ENT_1216.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","PvP Dome","206899"
"5070805","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x2E82dcBb10F610D14D1BC536D46D7e673745921D","The Hub","HUB_805.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","102657"
"5071250","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x31b7cc33dc0aE0fAb47142a4FC7D76206F54383F","The Hub","HUB_1250.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","229507"
"5070477","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x3230dc9A4403c2A5eB61B979cf78CB0eeD9fa1d9","The Hub","HUB_477.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Beach","54072.3"
"5071289","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x326635Ad38ab3BC83ca5C99bB7b81a6F38673C92","The Hub","HUB_1289.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Lake","243482"
"5080031","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x328b819097D0d7e1C661476903F1aBa88E735fd8","Kolland","KOL_31.jpg","Kolland is an exclusive media-centric zone which is adjacent to Founderland. This island will be split into two notable areas: the first, a city zone full of sophisticated high tech where the discerning influencers can network, research, endorse and, of course, communicate with their communities. The second area surrounding the glamorous city hub is the luxurious residential area known as Kolland Drive. Here, Key Opinion Leaders and their guests will be able to relax in chic sci-fi surroundings.","KOL","Small","Estate","Beach","21856.6"
"5010059","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0xAbb590532A0FA89F0DAB20f3C121712957A7976D","Founderland","CGI_59.jpg","Founderland is a secure and sophisticated place to network, hold meetings and relax. On the tranquil CG-shaped island, owners can connect with other movers and shakers in the industry. ","CGI","Small","Estate","Beach","24628.8"
"5000642","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x328d60F6813f2597C665E8DC433B1F29283579E2","Business","BUS_642.jpg","The Business Zone is considered to be the gateway to the Cryptoverse’s financial and business corporations. Meeting rooms, corporate headquarters, conferences and events will be found here. From Crypto to Fiat, this zone will have everything people need to succeed, whether they are a Blue-chip trader or more of a DEGEN.","BUS","Small","Estate","","227709"
"5031245","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x34DC4107E1BA9925dD040B69b0FdF4CFcb037AA0","Entertainment","ENT_1245.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","Little Vegas","220804"
"5030990","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x356A97Ebfe9036d599B2f23249542FD7EA2D9771","Entertainment","ENT_990.jpg","The Game & Entertainment Zone will empower users to enjoy a plethora of adventures, including: opportunities to explore, create, discover a multitude of games and a variety of entertainment experiences. It is also the home of two cornerstones of The Cryptoverse: Little Vegas and The PvP Dome.","ENT","Small","Estate","PvP Dome, Volcanic Beach","135478"
"5071201","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x356A97Ebfe9036d599B2f23249542FD7EA2D9771","The Hub","HUB_1201.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","","212338"
"5071295","0x28cD2990F34db387D011D7cC693A2Bcedd8dc654","0x36078B2511605A6c9401de19E94bf0536944C6f0","The Hub","HUB_1295.jpg","By day, The Hub is a utopian fusion of fluidity and smoothness - by night, a cyberpunk melting pot of neon hum and electric energy. It is the central zone; the heartbeat of the Cryptoverse and home to the ChainGuardians head office. The Hub is designed to be the highest area of traffic and an amalgam of much of the beauty of the different Zones.","HUB","Small","Estate","Ferry Port","246100"
